Kelime,Anlam No,Anlam,Örnek Cümle
kır,1,arazi (kır alanı),Piknik için seçtiğimiz kır mahalli meyve ağaçlarıyla ünlüydü.
kır,1,arazi (kır alanı),Şehir ışıklarına karşı kırdan çekilen fotoğraf nefisti.
kır,1,arazi (kır alanı),Toroslar’ın eteklerindeki kır köyleri unutulmaz manzaralar sunar.
kır,1,arazi (kır alanı),Yılbaşı şenliğinde kır alanında televizyon yayını yapıldı.
kır,1,arazi (kır alanı),"Meteoroloji, aşırı sıcaklar nedeniyle kır yollarında önlem alınmasını istedi."
kır,1,arazi (kır alanı),"Kır düğünü, çiftin hayallerindeki tema olarak seçildi."
kır,1,arazi (kır alanı),Sıcak günlerde kır pınarlarında serinledik.
kır,1,arazi (kır alanı),Yağmur sonrasında kır yolları çiçeklerin kokusuyla doldu.
kır,1,arazi (kır alanı),Gün doğumunu izlemek için kırın en yüksek noktasına tırmandık.
kır,1,arazi (kır alanı),"Sabahın erken saatlerinde kır, kuş cıvıltılarıyla doluydu."
kır,1,arazi (kır alanı),"Yeni yol inşaatı, kırın yeşil örtüsüne zarar verdi."
kır,2,kırmak (bir nesneyi parçalamak,"Juan bacağını kırdı ve alçıya aldılar, bu süreç onun hareket kabiliyetini uzun süre kısıtladı."
kır,2,kırmak (bir nesneyi parçalamak,"Yumurtayı kırdı ve sarısı beyazla karıştı, sabah kahvaltısında ortaya ilginç bir lezzet çıktı."
kır,2,kırmak (bir nesneyi parçalamak,"Su testisi suyolunda kırılır, geriye yalnızca parçalanmış bir toprak kabuk kalır."
kır,2,kırmak (bir nesneyi parçalamak,"Saçlarım gittikçe kırlaşıyor, sınıfın camı kırıldıktan sonra temizlik uzun sürdü."
kır,2,kırmak (bir nesneyi parçalamak,"Kapı ve duvarları kırmak için sert bir şeyler bulmalıyız, çünkü denediğimiz her darbe hedefine varmadan geri tepebiliyor."
kır,2,kırmak (bir nesneyi parçalamak,"Her akşam yemeği yeni gümüş eşyalarını kırmak için bir sebep aramazsan, en ufak sarsıntıda tabaklar paramparça olur."
kır,2,kırmak (bir nesneyi parçalamak,"Cama taş attım, kırıldı ve cam parçaları masanın üzerine yayıldı."
kır,2,kırmak (bir nesneyi parçalamak,Vazoyu kim kırdı ve salonun ortasındaki halı cam kırıklarıyla doldu.
kır,2,kırmak (bir nesneyi parçalamak,Düşen at boynunu kırdı ve herkes büyük bir şaşkınlık yaşadı.
kır,2,kırmak (bir nesneyi parçalamak,"Kayak yaparken bacağını kırdı ve hastaneye kaldırıldı, ardından zorlu bir rehabilitasyon süreci başladı."
kır,2,kırmak (bir nesneyi parçalamak,"Tom pencereyi kırdı, ardından arkasında cam kırıklarıyla dolu bir iz bıraktı."
kır,2,kırmak (bir nesneyi parçalamak,Susan öfkesini göstermek için kasıtlı olarak tabak kırdı ve mutfak bir kaos ortamına döndü.
kır,2,kırmak (bir nesneyi parçalamak,"Jack annesinin değerli bir vazosunu kırdı, bu hata onu uzun süre suçluluk hissettirdi."
kır,2,kırmak (bir nesneyi parçalamak,"Öfkeli kalabalık arabaları devirdi ve mağazaların önündeki camları kırdı, şehirde panik yarattı."
kır,2,kırmak (bir nesneyi parçalamak,"Michael tabakları kırdı, ardından parçaları dikkatle topladı."
kır,2,kırmak (bir nesneyi parçalamak,"Masadaki vazo yere düşüp kırıldı, bütün salon cam kırıklarıyla doldu."
kır,2,kırmak (bir nesneyi parçalamak,"Tüh annemin en sevdiği vazoyu kırdım, şimdi nasıl telafi edeceğimi bilemiyorum."
kır,2,kırmak (bir nesneyi parçalamak,Evdeki işe yaramayan masayı kırdık çünkü taşıyamayacak kadar ağırdı.
kır,2,kırmak (bir nesneyi parçalamak,"Okulda yanlışlıkla masayı kırdık, öğretmenimiz bunun üzerine bizi uyardı."
kır,2,kırmak (bir nesneyi parçalamak,Deneyimiz için bir balta yardımıyla masayı kırdık ve ahşabın iç yapısını inceledik.
kır,2,kırmak (bir nesneyi parçalamak,"Balyozla masayı kırdı, ardından parçaları dikkatle inceledi."
kır,2,kırmak (bir nesneyi parçalamak,Omlet yapmak için birkaç yumurta kırmak gerekir; dikkatlice çatlakları ayırmak önemlidir.
kır,2,kırmak (bir nesneyi parçalamak,Bu kafatasını kırmak için birden fazla düşüş gerekir; bu yüzden çok dikkatli olmalısınız.
kır,2,kırmak (bir nesneyi parçalamak,"Hasarlı bir kenar veya çizik bir yüzey camın aniden kırılmasına neden olabilir, bu nedenle camları düzenli kontrol edin."
kır,2,kırmak (bir nesneyi parçalamak,Plastik şiddetli donlara dayanabilir ve kırılmaz; ancak aşırı basınca maruz kalırsa kırılabilir.
kır,2,kırmak (bir nesneyi parçalamak,"Demir bükülür ama kırılmaz; bu, metalin mukavemetinin bir göstergesidir."
kır,2,kırmak (bir nesneyi parçalamak,"Bu şeritler işleme ve paketleme aşamalarında kolayca kırılır, bu nedenle özel koruyucu önlemler alınmalıdır."
kır,2,kırmak (bir nesneyi parçalamak,"Merdiven kırılınca düştü ve hafifçe yaralandı, bu kaza herkesin tüylerini diken diken etti."
kır,2,kırmak (bir nesneyi parçalamak,Okuma gözlüğümün saplarından biri kırılmıştı ve makaleyi uzun süre okuyamadım.
kır,2,kırmak (bir nesneyi parçalamak,"Tom şişeye taş attı, onu vurdu ve kırdı; ardından suyun içine daldırmak zorunda kaldı."
kır,2,kırmak (bir nesneyi parçalamak,Denize attığı taş teknenin camını kırdı; su aniden içeri dolmaya başladı.
kır,2,kırmak (bir nesneyi parçalamak,Kabuğunu kırdıktan sonra bütün olarak çıkan cevizlerin daha kalitelidir; bu yüzden kırık parçaların içinden lezzetli tanecikler ayıklamak zahmetlidir.
kır,2,kırmak (bir nesneyi parçalamak,Mutlaka bir tane kırdıktan sonra satın alıp almayacağınızın kararını verin; geniş tedarikçiler bile bazen hatalı ürün gönderebiliyor.
kır,2,kırmak (bir nesneyi parçalamak,Bu aletle fındıkları çok daha kolay ve hızlı bir şekilde kırabilirsin; deneyin ve performansını görün.
kır,2,kırmak (bir nesneyi parçalamak,"Ödünç aldığı kalem kırıldı, artık yazı yazmak için yeniden bir kalem almak zorunda kaldı."
kır,2,kırmak (bir nesneyi parçalamak,"Ben camı kırdım, şimdi tamirci çağırmam gerekiyor."
kır,2,kırmak (bir nesneyi parçalamak,"Kalemi kırdım ve parçalara ayrıldı, yeniden tamir etmem imkansız."
kır,2,kırmak (bir nesneyi parçalamak,"Bardak elimden düştü ve kırıldı, şarap her yere döküldü."
kır,2,kırmak (bir nesneyi parçalamak,"O camı kasıtlı olarak kırdı, ardından pişmanlık duyarak sessizce geri çekildi."
kır,2,kırmak (bir nesneyi parçalamak,Çocukların attığı top camı kırdı ve mahalleli hemen olayı haber verdi.
kır,2,kırmak (bir nesneyi parçalamak,"Yemyeşil kırlarda saatlerdir geziyoruz, ama çocuk en sonunda bir dal kırdı ve suya attı."
kır,2,kırmak (bir nesneyi parçalamak,"Çocuk balonu elinden kaçırdı, sonra balon çubuğunu kırdı ve ağlamaya başladı."
kır,2,kırmak (bir nesneyi parçalamak,Ablam yeni otomobili ile bizi sahilde gezdirdi; dönüşte bir taş fırladı ve ön camı kırıldı.
kır,2,kırmak (bir nesneyi parçalamak,Düşen at boynunu kırdı ve acil müdahale gerektiren ciddi bir kırıkla hastaneye kaldırıldığı için veterinerler uzun bir tedavi süreci önerdi.
kır,2,kırmak (bir nesneyi parçalamak,"Kayak yaparken bacağını kırdı, zorlu rehabilitasyon sürecinde arkadaşları moral desteği sağladı ve iyileşme süreci beklenenden hızlı ilerledi."
kır,2,kırmak (bir nesneyi parçalamak,"Bardak elimden düştü ve kırıldı, temizlemek için toplanan cam parçaları küçük parçacıklara ayrılmıştı."
kır,2,kırmak (bir nesneyi parçalamak,on dört on polonya başbakanı yolda kayıp düştü elini kırdı
kır,2,kırmak (bir nesneyi parçalamak,yine sert bir tür olan şeker pembemin omurgasını kırdı
kır,2,kırmak (bir nesneyi parçalamak,Sinirden masaya yumruk attı ve masayı kırdı.
kır,2,kırmak (bir nesneyi parçalamak,"Lebron James, dün geceki maçta düşmesi sonucu kolunu kırdı."
kır,3,beyaz saç rengi (kır saç),Annesinin saçlarının ilk kırları nazik bir ışıkla parıldıyordu.
kır,3,beyaz saç rengi (kır saç),"Ünlü yazarın kırları, karanlık hikâyelerine ayrı bir derinlik katıyordu."
kır,3,beyaz saç rengi (kır saç),"Babamın kırları, her geçen gün daha belirgin hâle geliyordu."
kır,3,beyaz saç rengi (kır saç),Yüzündeki kırları saklamaya çalışsa da yaşını ele veriyordu.
kır,3,beyaz saç rengi (kır saç),"Yaşanan zorluklar, onun saç kırlarında iz bırakmıştı."
kır,3,beyaz saç rengi (kır saç),"Şefin kırları, mutfaktaki tecrübesini anlatıyordu."
kır,3,beyaz saç rengi (kır saç),"Portre fotoğrafındaki adamın kırları, ona olgunluk katıyordu."
kır,3,beyaz saç rengi (kır saç),"Doktorun saç kırları, uzun mesaisinin belirtisiydi."
kır,3,beyaz saç rengi (kır saç),Komşunun kırlarını ilk defa bu kadar dikkatle fark ettim.
kır,3,beyaz saç rengi (kır saç),"Misafirin kırları, salondaki sükûneti pekiştiriyordu."
kır,3,beyaz saç rengi (kır saç),"Babaanne, kırlarıyla torunlarına bilgelik taşıyordu."
kır,3,beyaz saç rengi (kır saç),Amcamın kırları gece ışığında gümüş gibi parıldıyordu.
kır,3,beyaz saç rengi (kır saç),"Şairin saç kırları, dizelerdeki hüznü yansıtıyordu."
kır,3,beyaz saç rengi (kır saç),"Resimdeki bilgenin kırları, kutsal bir hava yayıyordu."
kır,3,beyaz saç rengi (kır saç),"Köy öğretmeninin kırları, yılların tecrübesini taşırdı."
kır,3,beyaz saç rengi (kır saç),"Orkestra şefinin kırları, müziğe kattığı derinliği simgeliyordu."
kır,3,beyaz saç rengi (kır saç),"Ressamın portresinde, ana karakterin kırları belirgindi."
kır,3,beyaz saç rengi (kır saç),"Gazetecinin kırları, haber takibindeki yorulmazlığını gösteriyordu."
kır,3,beyaz saç rengi (kır saç),"Yazarın fotoğrafında gözüken kırları, kitaplarının akıcılığı gibiydi."
kır,3,beyaz saç rengi (kır saç),"Yaşanan savaş, onun kırlarında ve bakışlarında derin izler bırakmıştı."
kır,3,beyaz saç rengi (kır saç),"Sunucunun kırları, ekranda güvenilir bir imaj oluşturuyordu."
kır,3,beyaz saç rengi (kır saç),"Müzisyenin konserindeki performans, kırlarına rağmen dinamikti."
kır,3,beyaz saç rengi (kır saç),"Öğretim üyesinin saç kırları, üniversitedeki saygınlığını pekiştiriyordu."
kır,3,beyaz saç rengi (kır saç),"Antik kent rehberinin kırları, tarihe olan tutkusunu yansıtıyordu."
kır,3,beyaz saç rengi (kır saç),"Tiyatro yönetmeninin kırları, sahnenin ağırbaşlılığına uyuyordu."
kır,3,beyaz saç rengi (kır saç),"Maraton koşucusunun kırları, azmini ve sabrını ele veriyordu."
kır,3,beyaz saç rengi (kır saç),"Danışmanın saç kırları, verdiği öğütlerin kıymetini artırıyordu."
kır,3,beyaz saç rengi (kır saç),"Fotomuhabirin kırları, dünyanın dört bir yanına yaptığı seyahatlerin kanıtıydı."
kır,3,beyaz saç rengi (kır saç),"Mimarın portföyünde yer alan projeler, kırlarının arkasındaki özeni gösteriyordu."
kır,3,beyaz saç rengi (kır saç),"Bilim insanının laboratuvardaki çalışmaları, kırlarına rağmen tutkusunu koruyordu."
kır,3,beyaz saç rengi (kır saç),"Senaristin kırları, kaleme aldığı dramatik sahneler kadar etkileyiciydi."
kır,3,beyaz saç rengi (kır saç),"Editörün kırları, sayfalardaki kusursuz düzenin sırrını anlatıyordu."
kır,3,beyaz saç rengi (kır saç),"Şairin kırları, dize dize büyüyen bir yaşamı simgeliyordu."
kır,3,beyaz saç rengi (kır saç),"Sinema eleştirmeninin kırları, kamera arkasında yaşananları yansıtıyordu."
kır,3,beyaz saç rengi (kır saç),"Yardım kuruluşu liderinin kırları, insanlara olan inancını gösteriyordu."
kır,3,beyaz saç rengi (kır saç),"Motivasyon konuşmacısının kırları, dinleyicilere ilham veriyordu."
kır,3,beyaz saç rengi (kır saç),"Uluslararası iş insanının kırları, global başarısının kanıtıydı."
kır,3,beyaz saç rengi (kır saç),"Kamp liderinin kırları, doğayla bütünleşmiş huzuru simgeliyordu."
kır,3,beyaz saç rengi (kır saç),"Danışman öğretmenin saç kırları, öğrencilere verdiği değeri gösteriyordu."
kır,3,beyaz saç rengi (kır saç),"Kitap fuarındaki yazarı, kırlarıyla birlikte yürüdü."
kır,3,beyaz saç rengi (kır saç),"Köy muhtarının kırları, köylülerin güvenini kazandırmıştı."
kır,3,beyaz saç rengi (kır saç),"Şairin kırları, her mısrada biraz daha belirginleşiyordu."
kır,3,beyaz saç rengi (kır saç),"Rehber öğretmenin kırları, gezdiği okullardaki izlerini taşıyordu."
kır,3,beyaz saç rengi (kır saç),"Tarihçi profesörün kırları, çağlar boyunca süren araştırmaların nişanesiydi."
kır,3,beyaz saç rengi (kır saç),"Psikoloğun kırları, danışanlarının hikâyelerini dinlerken büyüyen bir sabrı simgeliyordu."
kır,3,beyaz saç rengi (kır saç),"Yol gösteren büyüğün kırları, gençlerin yolunu aydınlatıyordu."
kır,3,beyaz saç rengi (kır saç),"Ruh sağlığı uzmanının kırları, pek çok hayata dokunmanın izlerini taşıyordu."
kır,3,beyaz saç rengi (kır saç),"Festival sunucusunun kırları, sahne ışıkları altında kendine has bir çekicilik yaydı."
kır,3,beyaz saç rengi (kır saç),"Stadyumdaki özel davetlinin kırları, tribünlerin merakını uyandırıyordu."
kır,3,beyaz saç rengi (kır saç),"Yaşlı çiftin birlikte çekildiği fotoğrafta, kırları en anlamlı simgeydi."
dolu,1,boş olmayan,Çanta dolu kitapla okula gitti.
dolu,1,boş olmayan,Oda misafirlere dolu olduğundan yeni bir yer ayarladılar.
dolu,1,boş olmayan,Mutfak tezgahı çeşit çeşit meyveyle doluydu.
dolu,1,boş olmayan,Şehir caddeleri araç dolu olduğu için trafik kilitlendi.
dolu,1,boş olmayan,Sınıf öğrencilerle dolu olduğu için pencerelerden bakmak bile zordu.
dolu,1,boş olmayan,Hafıza dolu bilgisayarın performansı düşmüştü.
dolu,1,boş olmayan,Tez sunumunda grafiklerle dolu slaytlar kullandı.
dolu,1,boş olmayan,Dolup taşan göl kenarında yürüyüş yaptık.
dolu,1,boş olmayan,E-postalar gelen kutusunu tamamen dolu görünce temizledim.
dolu,1,boş olmayan,Dolunay gecesi gökyüzü ay ışığıyla doluydu.
dolu,1,boş olmayan,Kalbim sevgi dolu bir an yaşıyordu.
dolu,1,boş olmayan,Liste görevlerle dolu olduğu için plan yapamadım.
dolu,1,boş olmayan,Dolap içindeki eski fotoğraflar anılarla doluydu.
dolu,1,boş olmayan,Cüzdan nakit parayla doldu.
dolu,1,boş olmayan,Monitör önemli verilerle dolu duruyordu.
dolu,1,boş olmayan,Şehir müzesi tarihi eserlerle dolu.
dolu,1,boş olmayan,Park piknikçilerle dolu olduğu için bank bulamadık.
dolu,1,boş olmayan,Film aksiyon sahneleriyle dolu izleyiciyi ekrana kilitledi.
dolu,1,boş olmayan,Dosya klasörü raporlarla dolu.
dolu,1,boş olmayan,Tren istasyonu yolcularla doluydu.
dolu,1,boş olmayan,Bahçe çiçeklerle dolu mis gibi kokuyordu.
dolu,1,boş olmayan,Mektup kutusu mektup dolu olduğunda günde birkaç kez kontrol ediyordum.
dolu,1,boş olmayan,Sandalye minderleri yastık dolu idi.
dolu,1,boş olmayan,Bugünün programı etkinlik doluydu.
dolu,1,boş olmayan,Caddeler insanlar dolu olduğu için hareket zordu.
dolu,1,boş olmayan,Sözlüğün sayfaları yeni kelimelerle dolu.
dolu,1,boş olmayan,Seyahat günlüğüm macera dolu anılarla dolu.
dolu,1,boş olmayan,Sunum teknik detaylarla doluydu.
dolu,1,boş olmayan,Şarkı mutlu notalarla dolu.
dolu,1,boş olmayan,Onun gözleri umut dolu parlıyordu.
dolu,1,boş olmayan,"Kitaplık, yılların birikimi kitaplarla doluydu."
dolu,1,boş olmayan,Veritabanı eski kayıtlarla dolu.
dolu,1,boş olmayan,Depo sevkiyatla dolu olduğu için boş yer yoktu.
dolu,1,boş olmayan,Blog yazısı ilginç bilgilerle doluydu.
dolu,1,boş olmayan,Çocuk odası oyuncak dolu görünüyordu.
dolu,1,boş olmayan,Mutfak lavabosu bulaşıklarla dolu.
dolu,1,boş olmayan,Tarih dersimiz bilgi dolu geçti.
dolu,1,boş olmayan,Sohbet dostluk dolu anılarla devam etti.
dolu,1,boş olmayan,Müzik listem favorilerle dolu.
dolu,1,boş olmayan,Çanta bozuk parayla dolu.
dolu,1,boş olmayan,Hayat anılarla dolu bir serüvendir.
dolu,1,boş olmayan,Günlük yapılacak işlemlerle doluydu.
dolu,1,boş olmayan,Mağaza indirimli ürünlerle doluydu.
dolu,1,boş olmayan,Fatura detayları ücretlerle dolu.
dolu,1,boş olmayan,Valiz tatil eşyalarıyla doluydu.
dolu,1,boş olmayan,Sektörde yeni gelişmeler haberlerle dolu.
dolu,1,boş olmayan,Havaalanı uçuş iptalleri haberleriyle doluydu.
dolu,1,boş olmayan,Kütüphane araştırma kitaplarıyla doluydu.
dolu,1,boş olmayan,Hazine sandığı altınlarla dolu.
dolu,1,boş olmayan,"Göl kenarındaki bank, çiçeklerle doluydu."
dolu,2,hava olayı,Sabah erken saatlerde beklenmedik dolu yağışı başladı.
dolu,2,hava olayı,Dolu taneleri çatıları çınlatarak indi.
dolu,2,hava olayı,"Dün akşamki dolu, otomobil camlarını kırdı."
dolu,2,hava olayı,Şiddetli dolu nedeniyle bahçedeki sebzeler zedelendi.
dolu,2,hava olayı,"Öğleden sonra gök gürültüsüyle başlayan dolu, kısa sürdü."
dolu,2,hava olayı,"Dolu, yer yer ceviz büyüklüğe ulaştı."
dolu,2,hava olayı,Meteoroloji dolu uyarısı yayınladı.
dolu,2,hava olayı,"Kameraların kaydettiği dolu anı, izleyenleri şaşırttı."
dolu,2,hava olayı,"Dolu, plakalara çizikler bıraktı."
dolu,2,hava olayı,Dolu nedeniyle birçok uçuş iptal edildi.
dolu,2,hava olayı,Bahçedeki seralar doludan korumayı başaramadı.
dolu,2,hava olayı,"Hafif yağmura karışan dolu, tarlayı beyaza bürüdü."
dolu,2,hava olayı,Dolu damlaları yerine keskin buz parçaları düşüyordu.
dolu,2,hava olayı,"Dolu, üzüm bağlarını adeta beyaz bir örtüyle kapladı."
dolu,2,hava olayı,Yüksek rakımlı bölgede dolu sık sık görülüyor.
dolu,2,hava olayı,"İlkbaharda oluşan dolu, yeni filizlere zarar verdi."
dolu,2,hava olayı,"Şehre doğru yaklaşan dolu, hava karardıkça güçlendi."
dolu,2,hava olayı,Dolu taneleri yürüyüş yolunu kayganlaştırdı.
dolu,2,hava olayı,"Dolu, camları zonklatarak indi."
dolu,2,hava olayı,Öğrenciler doludan korunmak için kapalı alana koştular.
dolu,2,hava olayı,Yaz mevsiminde bile dolu yağışı yaşanabiliyor.
dolu,2,hava olayı,Dolu uyarısı vatandaşları alarma geçirdi.
dolu,2,hava olayı,"Dolu, yüzlerce kilometrelik alana yayıldı."
dolu,2,hava olayı,Dolu taneleri limon ağaçlarının yapraklarını deldi.
dolu,2,hava olayı,Gündüz vakti bile görülen dolu şaşkınlık yarattı.
dolu,2,hava olayı,Hafif yağmurla karışık dolu yağdı.
dolu,2,hava olayı,"Dolu, sera örtülerini paramparça etti."
dolu,2,hava olayı,Dolu sonrası sokaklar beyaz bir örtüyle kaplandı.
dolu,2,hava olayı,Dolu taneleri tenekeyi dövüyormuş gibi ses çıkardı.
dolu,2,hava olayı,"Dolu, yola inen buz tabakasını oluşturdu."
dolu,2,hava olayı,Taş büyüklüğünde dolu taneleri araçların ön camlarını çatlattı.
dolu,2,hava olayı,"Dolu yağışı, kısa ama etkileyici oldu."
dolu,2,hava olayı,"Dolu, bahçedeki çiçeklere zarar verdi."
dolu,2,hava olayı,Dolu taneleri beton zeminleri kayganlaştırdı.
dolu,2,hava olayı,"Rüzgârla birlikte dolu, tarlada hasar oluşturdu."
dolu,2,hava olayı,Yaz ortasında yağan dolu ilginç bir doğa olayıydı.
dolu,2,hava olayı,"Dolu yağışı, trafiği kilitledi."
dolu,2,hava olayı,"Dolu, pinpon topu iriliğinde indi."
dolu,2,hava olayı,"Şiddetli dolu, binaların dış cephelerine zarar verdi."
dolu,2,hava olayı,"Dolu, parkın banklarını buzla kapladı."
dolu,2,hava olayı,"Dolu, yamaçlarda buz tabakaları oluşturdu."
dolu,2,hava olayı,"Dolu, mahsullerin gelişimini engelledi."
dolu,2,hava olayı,"Dolu yağışı, küçük buz taşları şeklindeydi."
dolu,2,hava olayı,"Dolu, göl yüzeyine düşerken küçük halkalar yarattı."
dolu,2,hava olayı,"Dolu taneleri, caddeyi alabildiğine beyazlaştırdı."
dolu,2,hava olayı,"Akşam üzeri başlayan dolu, dakikalar içinde sokakları kapladı."
dolu,2,hava olayı,"Dolu, üzüm bahçelerinde hasat zamanını öne çekti."
dolu,2,hava olayı,"Dolu haberini alan çiftçiler, mahsulleri kontrol etti."
dolu,2,hava olayı,"Dolu, yaz aylarında bile üreticilerin korkulu rüyasıdır."
dolu,2,hava olayı,"Hava durumu tahminleri, dolunun öğleden sonra etkili olacağını gösterdi."
